timestamp,pos1_x,pos1_y,pos1_z,pos2_x,pos2_y,pos2_z
144032,0.02885846421122551,-0.008586459793150425,0.0011615854455158114,0,0,0
144042,0.028826981782913208,-0.008598443120718002,0.0011111627100035548,-0.37268540263175964,-0.058425042778253555,0.8607293963432312
144052,0.028902700170874596,-0.008768309839069843,0.000909081834834069,-0.3724803030490875,-0.057881101965904236,0.8646429181098938
144064,0.028994493186473846,-0.008709589019417763,0.001011152402497828,-0.3718082308769226,-0.05677242577075958,0.871436595916748
144072,0.02902151457965374,-0.008841820061206818,0.0008919936371967196,-0.3718082308769226,-0.05677242577075958,0.871436595916748
144082,0.029059482738375664,-0.008852532133460045,0.0008539858972653747,-0.37020015716552734,-0.05571131408214569,0.873394787311554
144092,0.029078437015414238,-0.008953293785452843,0.0007714082021266222,-0.3707994222640991,-0.05354419723153114,0.8747866749763489
144102,0.02900845557451248,-0.00892620999366045,0.0006286556599661708,-0.3701586127281189,-0.052849046885967255,0.8773196339607239
144112,0.02904423326253891,-0.008939322084188461,0.0005782827502116561,-0.36954018473625183,-0.05227750539779663,0.8794323205947876
144122,0.029081108048558235,-0.00895282719284296,0.0005279601318761706,-0.36889320611953735,-0.05178185924887657,0.8814123272895813
144132,0.02912159077823162,-0.009011369198560715,0.00044232961954548955,-0.36757153272628784,-0.049963999539613724,0.8833867907524109
144142,0.02907850407063961,-0.009027318097651005,0.00035158247919753194,-0.3667956590652466,-0.049488168209791183,0.884652316570282
144152,0.029114745557308197,-0.009045494720339775,0.0002978338743560016,-0.3667956590652466,-0.049488168209791183,0.884652316570282
144162,0.029151586815714836,-0.009061921387910843,0.0002455982903484255,-0.36300840973854065,-0.04667964205145836,0.8853387832641602
144172,0.029072735458612442,-0.008904458954930305,0.00048630021046847105,-0.36234501004219055,-0.04602659121155739,0.8862855434417725
144182,0.02910686656832695,-0.008906799368560314,0.0004538915818557143,-0.36196741461753845,-0.04543733596801758,0.8872369527816772
144192,0.0291423462331295,-0.008906847797334194,0.0004224693984724581,-0.3625316619873047,-0.04418839514255524,0.8872244358062744
144202,0.029178673401474953,-0.008904606103897095,0.0003928758960682899,-0.36177924275398254,-0.04316563531756401,0.8878948092460632
144212,0.028550665825605392,-0.00850976724177599,0.0005818002391606569,-0.3615083694458008,-0.04339054971933365,0.8877269625663757
144222,0.02854948863387108,-0.008485840633511543,0.0005707418313249946,-0.36108750104904175,-0.044314268976449966,0.8887127637863159
144232,0.028140664100646973,-0.008315608836710453,0.0008620091830380261,-0.36112678050994873,-0.04477603733539581,0.8884685635566711
144242,0.02811977081000805,-0.008287031203508377,0.0008722600759938359,-0.360861599445343,-0.045278556644916534,0.8877075910568237
144252,0.027890469878911972,-0.008299406617879868,0.0011521412525326014,-0.35905998945236206,-0.045965809375047684,0.8869379758834839
144262,0.02824593521654606,-0.008112185634672642,0.0015248828567564487,-0.35839661955833435,-0.04646553844213486,0.885532796382904
144272,0.02882312797009945,-0.008570064790546894,0.0012464099563658237,-0.35773903131484985,-0.04692127928137779,0.8840655088424683
144286,0.028829876333475113,-0.008510639891028404,0.0015842256834730506,-0.35666370391845703,-0.04757177084684372,0.8816950917243958
144292,0.028834545984864235,-0.008484280668199062,0.0016355752013623714,-0.35666370391845703,-0.04757177084684372,0.8816950917243958
144306,0.028804505243897438,-0.0085481321439147,0.0018527647480368614,-0.3563205301761627,-0.047540538012981415,0.880165696144104
144312,0.028804734349250793,-0.00852279644459486,0.0019185205455869436,-0.3563205301761627,-0.047540538012981415,0.880165696144104
144324,0.028487928211688995,-0.008376538753509521,0.002157350303605199,-0.3538106679916382,-0.04662666097283363,0.8797577619552612
144332,0.028475776314735413,-0.008342117071151733,0.002237787703052163,-0.35451915860176086,-0.044568926095962524,0.8792440891265869
144342,0.02846454456448555,-0.008306773379445076,0.0023185517638921738,-0.35349076986312866,-0.044301290065050125,0.8789125084877014
144352,0.028454095125198364,-0.008271459490060806,0.002401138888671994,-0.3530745506286621,-0.045064862817525864,0.8769491314888
144364,0.028295885771512985,-0.008211281150579453,0.002605932066217065,-0.3528072237968445,-0.0453849658370018,0.87603759765625
144372,0.028361383825540543,-0.008399485610425472,0.002087952336296439,-0.3528072237968445,-0.0453849658370018,0.87603759765625
144382,0.028348032385110855,-0.008372731506824493,0.0021386705338954926,-0.35246798396110535,-0.04541609436273575,0.875243604183197
144392,0.028332483023405075,-0.008343406952917576,0.0021953056566417217,-0.35130375623703003,-0.04512764886021614,0.8730013370513916
144402,0.02839498594403267,-0.008166729472577572,0.002141542499884963,-0.3509208858013153,-0.044663336127996445,0.8722842335700989
144412,0.028780650347471237,-0.008409369736909866,0.0020606927573680878,-0.35015594959259033,-0.04428835213184357,0.8709878921508789
144422,0.028691576793789864,-0.008334157057106495,0.001960959518328309,-0.3498893082141876,-0.04408366233110428,0.8701479434967041
144432,0.02869943156838417,-0.008308974094688892,0.0019893369171768427,-0.3492691218852997,-0.044165968894958496,0.8688166737556458
144442,0.028709784150123596,-0.008282686583697796,0.002018360886722803,-0.34901174902915955,-0.04441488906741142,0.86774080991745
144452,0.028954073786735535,-0.008577089756727219,0.0015072799287736416,-0.3493170142173767,-0.04441831260919571,0.8665881752967834
144462,0.02898285910487175,-0.008570205420255661,0.0015024212189018726,-0.3492840826511383,-0.04472024366259575,0.8654130697250366
144472,0.029126696288585663,-0.008792842738330364,0.0011812089942395687,-0.3494146168231964,-0.0450352244079113,0.8643025159835815
144484,0.029116099700331688,-0.00870837178081274,0.0012199319899082184,-0.34983232617378235,-0.04587692394852638,0.8622739911079407
144493,0.028982393443584442,-0.008692285977303982,0.0010650595650076866,-0.34983205795288086,-0.04632407799363136,0.8612650632858276
144502,0.029013676568865776,-0.00869374442845583,0.0010364900808781385,-0.34983205795288086,-0.04632407799363136,0.8612650632858276
144512,0.029047144576907158,-0.00869497936218977,0.0010079971980303526,-0.34968554973602295,-0.04656451568007469,0.8601650595664978
144524,0.029142780229449272,-0.008691320195794106,0.0010285356547683477,-0.34952473640441895,-0.04647234082221985,0.8589625954627991
144533,0.028992963954806328,-0.008766479790210724,0.000981263117864728,-0.3494502902030945,-0.046097904443740845,0.8577216863632202
144544,0.02913500741124153,-0.008755674585700035,0.0010350607335567474,-0.3495023548603058,-0.04560187831521034,0.8565184473991394
144552,0.029175344854593277,-0.008759278804063797,0.0010163665283471346,-0.3483882546424866,-0.04508499801158905,0.8548435568809509
144562,0.029216883704066277,-0.008761405944824219,0.0009988266974687576,-0.3484164774417877,-0.04516235738992691,0.8540698885917664
144573,0.02904309704899788,-0.008823338896036148,0.0009278070647269487,-0.3484164774417877,-0.04516235738992691,0.8540698885917664
144582,0.029076645150780678,-0.008825743570923805,0.0009045237675309181,-0.3485206067562103,-0.045004721730947495,0.8529549837112427
144592,0.02911141701042652,-0.008827763609588146,0.0008812207961454988,-0.3486192226409912,-0.04486728832125664,0.8489865660667419
144603,0.02875819243490696,-0.008385524153709412,0.0015371202025562525,-0.3486192226409912,-0.04486728832125664,0.8489865660667419
144612,0.02875819243490696,-0.008385524153709412,0.0015371202025562525,-0.3483301103115082,-0.044789668172597885,0.8477252721786499
144622,0.02877429686486721,-0.008361591957509518,0.0015556744765490294,-0.3479512929916382,-0.04467320442199707,0.8464838862419128
144632,0.028791038319468498,-0.008338259533047676,0.0015744995325803757,-0.34857451915740967,-0.04371893033385277,0.8458084464073181
144642,0.028808921575546265,-0.008315136656165123,0.0015942305326461792,-0.3482653498649597,-0.04346432536840439,0.8443663716316223
144652,0.028630966320633888,-0.008339454419910908,0.001509093097411096,-0.34828153252601624,-0.04300937056541443,0.8430506587028503
144662,0.028325902298092842,-0.008118954487144947,0.00189802679233253,-0.34873273968696594,-0.04185418039560318,0.8404168486595154
144672,0.02833534963428974,-0.008041099645197392,0.0019043834181502461,-0.3489435613155365,-0.041430920362472534,0.8391263484954834
144682,0.028208239004015923,-0.00799513515084982,0.0021162668708711863,-0.34904760122299194,-0.04121323302388191,0.8378280401229858
144692,0.028196819126605988,-0.007950948551297188,0.0021635734010487795,-0.3496718108654022,-0.04225676506757736,0.8374866247177124
144702,0.02818588726222515,-0.007905777543783188,0.0022098668850958347,-0.3502751588821411,-0.0415397584438324,0.8370534181594849
144712,0.028175637125968933,-0.007859560661017895,0.0022553252056241035,-0.3502751588821411,-0.0415397584438324,0.8370534181594849
144726,0.028800059109926224,-0.00839607510715723,0.0018734062323346734,-0.3498518466949463,-0.04154543951153755,0.8346419334411621
144732,0.028637170791625977,-0.008350202813744545,0.001737568061798811,-0.3498518466949463,-0.04154543951153755,0.8346419334411621
144742,0.028650620952248573,-0.008327767252922058,0.0017499745590612292,-0.3493729531764984,-0.04142923280596733,0.8335354924201965
144752,0.028664778918027878,-0.008304460905492306,0.0017619821010157466,-0.3488580584526062,-0.04120565205812454,0.8326566815376282
144762,0.02841896563768387,-0.00815453939139843,0.002002293709665537,-0.3480938673019409,-0.04106106981635094,0.8315592408180237
144772,0.02842150628566742,-0.00812639482319355,0.0020275632850825787,-0.34722471237182617,-0.04102780297398567,0.8302438259124756
144782,0.028423957526683807,-0.00809713825583458,0.002052030060440302,-0.3443525433540344,-0.04001243785023689,0.8296027779579163
144792,0.028426742181181908,-0.00806719996035099,0.0020768025424331427,-0.34152883291244507,-0.041986964643001556,0.8228153586387634
144803,0.028797108680009842,-0.008349986746907234,0.0019010514952242374,-0.34036463499069214,-0.04213842377066612,0.8210847973823547
144812,0.02870982512831688,-0.008341820910573006,0.0018035182729363441,-0.3392316401004791,-0.04221184179186821,0.819489061832428
144823,0.02876594103872776,-0.008393172174692154,0.0020113950595259666,-0.33853062987327576,-0.041321780532598495,0.8175696730613708
144832,0.02878868579864502,-0.00837969034910202,0.0020321339834481478,-0.3376592993736267,-0.04087577015161514,0.8162758350372314
144842,0.028811989352107048,-0.008366716094315052,0.002053494332358241,-0.33692434430122375,-0.040216393768787384,0.8150530457496643
144852,0.028835944831371307,-0.0083543099462986,0.0020743736531585455,-0.33692434430122375,-0.040216393768787384,0.8150530457496643
144862,0.028862303122878075,-0.00834266934543848,0.0020945770666003227,-0.33575528860092163,-0.039226021617650986,0.813133955001831
144872,0.02889174595475197,-0.008332151919603348,0.0021148202940821648,-0.33527088165283203,-0.03848952800035477,0.811854898929596
144882,0.028539612889289856,-0.008112180046737194,0.0024090956430882215,-0.33488526940345764,-0.037831492722034454,0.8105209469795227
144892,0.028450857847929,-0.008065477013587952,0.0022632067557424307,-0.33631694316864014,-0.037106599658727646,0.8077844977378845
144902,0.02844923734664917,-0.008039463311433792,0.0022922297939658165,-0.33613747358322144,-0.03668681159615517,0.8060808777809143
144912,0.028447067365050316,-0.008013828657567501,0.002321868436411023,-0.3365793526172638,-0.03553919866681099,0.8040814995765686
144922,0.02844569832086563,-0.007988237775862217,0.002351378556340933,-0.3353550136089325,-0.035121530294418335,0.8026706576347351
144932,0.028421485796570778,-0.007926249876618385,0.0023073002230376005,-0.33514583110809326,-0.03554369881749153,0.7998313903808594
144942,0.028423257172107697,-0.007896666415035725,0.002331856405362487,-0.333376407623291,-0.03478023037314415,0.7955338954925537
144952,0.02842877432703972,-0.007865667343139648,0.0023564521688967943,-0.333376407623291,-0.03478023037314415,0.7955338954925537
144962,0.02841861918568611,-0.00794894713908434,0.002563757123425603,-0.33246752619743347,-0.034365877509117126,0.7934028506278992
144972,0.028527485206723213,-0.00834356714040041,0.0017372167203575373,-0.332021027803421,-0.033253833651542664,0.7888724207878113
144982,0.028536999598145485,-0.00834368634968996,0.0017233279068022966,-0.332021027803421,-0.033253833651542664,0.7888724207878113
144992,0.028717949986457825,-0.008541780523955822,0.0012724165571853518,-0.33294743299484253,-0.032470859587192535,0.7866431474685669
145002,0.028738362714648247,-0.008549390360713005,0.0012349402531981468,-0.3322654962539673,-0.03106888197362423,0.7844327688217163
145012,0.02875995635986328,-0.008557301945984364,0.0011979785049334168,-0.3325384557247162,-0.029936054721474648,0.7823073863983154
145022,0.028781916946172714,-0.008566198870539665,0.0011613318929448724,-0.3326356112957001,-0.028446892276406288,0.7800838351249695
145032,0.028804916888475418,-0.008575862273573875,0.0011258700396865606,-0.3330799341201782,-0.02701646089553833,0.7780019044876099
145042,0.028830185532569885,-0.008585433475673199,0.001092163729481399,-0.333662748336792,-0.02530769258737564,0.7758120894432068
145052,0.02885722927749157,-0.008594902232289314,0.0010603810660541058,-0.3342803716659546,-0.023651903495192528,0.773941159248352
145062,0.028884997591376305,-0.008604590781033039,0.0010296409018337727,-0.33518701791763306,-0.02163679711520672,0.7718034982681274
145072,0.0288260355591774,-0.008620619773864746,0.0009378092945553362,-0.33598631620407104,-0.0199423935264349,0.7700682878494263
145082,0.028850654140114784,-0.008631301112473011,0.0009041476296260953,-0.33680590987205505,-0.0183626189827919,0.768371045589447
145092,0.028855349868535995,-0.008666195906698704,0.0008853769977577031,-0.33761003613471985,-0.016951946541666985,0.7666542530059814
145102,0.028882967308163643,-0.008675942197442055,0.0008539268746972084,-0.33839476108551025,-0.015725748613476753,0.7648634314537048
145112,0.028817271813750267,-0.008684364147484303,0.0007709237979725003,-0.3391399085521698,-0.014670008793473244,0.7629801034927368
145122,0.028843460604548454,-0.008693516254425049,0.0007390317623503506,-0.339803010225296,-0.013753462582826614,0.7610239386558533
145132,0.028871921822428703,-0.008703245781362057,0.0007085449760779738,-0.3403673470020294,-0.012943539768457413,0.7590221762657166
145142,0.02890024147927761,-0.00871393270790577,0.0006792373606003821,-0.34068048000335693,-0.011604401282966137,0.7562955021858215
