timestamp,distance
520998,1.1419580206965037
521008,1.1395884350732859
521018,1.1395573309582996
521028,1.1385662045897404
521038,1.1339161997861542
521048,1.133908529611659
521058,1.1337955080024869
521068,1.1337793876338658
521078,1.1337812318871765
521088,1.13376692292615
521098,1.1339317025682933
521108,1.1339306245611465
521118,1.1343649502317814
521128,1.1356561675150159
521138,1.1355629866432846
521148,1.129874473330105
521158,1.1303238184702127
521168,1.1303225006546718
521178,1.1407806996613608
521188,1.1413916962694486
521198,1.1412932841888817
521208,1.1333559720534527
521218,1.1329267470859616
521228,1.1290530348483279
521238,1.1254452113112212
521248,1.1241659127707198
521258,1.1241435739048722
521268,1.1201616252843414
521278,1.1158792570217857
521288,1.1143286626579387
521298,1.1143075528380793
521308,1.1114127598912773
521318,1.1114873600938393
521328,1.1090695401275816
521338,1.1091804899952762
521348,1.1082808490003109
521358,1.1077379069117246
521368,1.1077540150003733
521378,1.1077794962991288
521388,1.0854527512704943
521398,1.085461765928212
521408,1.0955305535700266
521418,1.0952157708277952
521428,1.0964745005445864
521438,1.0960189939870182
521448,1.0973165684209534
521458,1.0975524227833515
521468,1.100052187510599
521478,1.1014115274366
521489,1.1015594699640747
521498,1.102362604596386
521509,1.1046755323648374
521518,1.1045284911865914
521529,1.1037368729152992
521538,1.1025742664271179
521548,1.1022028436381095
521558,1.10206178796613
521568,1.1006081973316089
521578,1.1005949334078704
521588,1.0988939252451835
521598,1.0988700420687911
521608,1.0970231948757903
521618,1.0969292545550484
521628,1.0949799224485957
521638,1.0947332067571944
521648,1.094838010928285
521658,1.091847696528741
521668,1.0918764497754665
521678,1.0887220066095828
521688,1.0851106880737038
521698,1.0848069498630721
521708,1.0849675717142178
521718,1.0805901266313431
521728,1.0937602127203474
521738,1.0906103373216658
521748,1.0898427975305296
521758,1.0898398544028916
521768,1.0863054427125352
521778,1.085044788991339
521788,1.0830802032573248
521798,1.0816095103623329
521808,1.081062273478883
521818,1.0810507455970877
521828,1.0781959805032855
521838,1.0769560936799496
521848,1.076943132543535
521858,1.0769297116668919
521868,1.0768607363942808
521878,1.0761026474568682
521888,1.075726455745261
521898,1.07134406635011
521908,1.0697973960861706
521918,1.0686295140255693
521928,1.068000324517926
521938,1.0673498705307158
521948,1.0668575949287091
521958,1.0668534942092263
521968,1.0665271373015595
521978,1.0664890790781885
521988,1.0664960547735831
521998,1.066543791911595
522008,1.0606469974963866
522018,1.060651488603243
522028,1.059963810114697
522038,1.057639537091163
522048,1.0572772643076926
522058,1.0572885157306604
522068,1.056955812197426
522078,1.0571917171861116
522088,1.0576854552756854
522098,1.058399241387647
522108,1.0533151497584359
522118,1.05395536395668
522128,1.053967866610464
522138,1.0508369556913943
522148,1.0512820760012902
522158,1.0486999980659952
522168,1.048846979239968
522178,1.0462852427843856
522188,1.046100792787046
522198,1.0433426781619313
522208,1.0428637519162904
522218,1.0392250847888918
522228,1.0362363673052324
522238,1.0355893837012855
522248,1.0327466655060518
522258,1.032270886685776
522268,1.029756882343461
522278,1.0295411583579468
522288,1.0295235799946558
522298,1.0273017828347484
522308,1.0252573914240672
522318,1.025379398576569
522328,1.02339495118072
522338,1.0234688821934543
522348,1.0213648912890316
522358,1.0212755604897181
522368,1.0190059842752537
522378,1.0187072655180562
522388,1.018691412781269
522398,1.0157912844082804
522408,1.0132317408748905
522418,1.0127295439399275
522428,1.0101868444256432
522438,1.0097478201369932
522448,1.0073023040182134
522458,1.0069655155395127
522468,1.0046082387466062
522478,1.003963505239327
522488,1.0040260100719285
522498,1.001465907712905
522508,0.999198287914827
522518,0.9989237577423341
522528,0.9964244920947868
522538,1.0467255558997968
522548,1.0449677452729134
522558,1.044935707732398
522568,1.0431314046423241
522578,1.0475398636169848
522588,1.0465273345505577
522598,1.0466098476615577
522608,1.0455602987449581
522618,1.0458829742084386
522628,1.0455677329492876
522638,1.0457197796159894
522648,1.0457600216774599
522658,1.0465231200481635
522668,1.0473866745753366
522678,1.0483197204477217
522688,1.0493372390667406
522698,1.0503474204006924
522708,1.0513943089831461
522718,1.0524455013302552
522728,1.0535213684780216
522738,1.053934780741286
522748,1.0481817430397316
522758,1.0489637195251569
522768,1.0497946011714934
522778,1.050690317641451
522788,1.0516701924977194
522798,1.052753720952467
522808,1.053959220822261
522818,1.05529992500899
522828,1.0567787761185152
522838,1.0474255289536019
522848,1.0485432232927108
522858,1.0497643313096756
522868,1.050932239834719
522878,1.0522918723706618
522888,1.0537025103775448
522898,1.0648857877479962
522908,1.0661101584509907
522918,1.065669372666569
522928,1.0667652256677764
522938,1.0655628113830538
522948,1.0663311717702775
522958,1.0656406728945182
522968,1.0660893446243451
522978,1.065060617601626
522988,1.0652031992359032
522998,1.063883622467006
523008,1.063731291071788
523018,1.0623164844112987
523028,1.0621119951432088
523038,1.060410735598996
523048,1.060025716300955
523058,1.0681428292499684
523068,1.0680525054796222
523078,1.0658775469439308
523088,1.0659193521564003
523098,1.0641789213947697
523108,1.0643727941719423
523118,1.0637552276370383
523128,1.064148541228871
523138,1.06482000746523
523148,1.065411566607735
523158,1.0660639383683996
523168,1.0667571763082604
523178,1.0675956914252298
523188,1.068327245613016
523198,1.063697210511629
523208,1.0636420168413525
523218,1.0608124567343091
523228,1.0608129047931698
523238,1.0643814458631524
523248,1.0646155750244455
523260,1.0632228980544116
523270,1.0635682576217609
523280,1.0621964014990364
523290,1.0626432101383325
523300,1.0619045822236546
523308,1.0621069217829102
523318,1.061546650353572
523328,1.0616497636296407
523338,1.0605602974080894
523348,1.0605003358072178
523358,1.0603815029476977
523368,1.060212853503184
523378,1.0600164626926358
523388,1.059817131509644
523398,1.0596398306827748
523408,1.0600247122935431
523418,1.0596210936386314
523428,1.0598824600427272
523438,1.0600077978635796
523449,1.049234522122299
523458,1.048580091260601
523469,1.0443818385099777
523478,1.0436978002980806
523488,1.0407062531679123
523498,1.0400857291782084
523508,1.0376836544323957
523518,1.0372412259972865
523528,1.0354076916176431
523538,1.0351033496956674
523549,1.0335520439560497
523558,1.0334147789100538
523568,1.0318793215404312
523578,1.0319182972637249
