timestamp,distance
27594,0.7154889300039292
27604,0.7188118977944558
27614,0.7229907462231383
27624,1.3290757913521491
27634,1.3308795097815125
27644,1.3309901839066114
27654,1.3308169436174715
27664,1.3308505861197553
27674,1.3308858027010937
27684,1.3309219667543146
27694,1.3308438555821025
27704,1.3638085053592381
27714,1.3776343271380407
27724,1.3998362606040649
27734,1.4170805648732618
27744,1.4356467451926187
27754,1.4555846745863636
27764,1.4556127422782685
27774,1.499664854599839
27784,1.499685351057046
27794,1.5498923896815
27804,1.5773662832204234
27814,1.6064599794164958
27824,1.7903428481834092
27834,1.827405799514026
27844,1.8658726719262106
27855,1.9060457848757015
27864,1.906002885618454
27874,1.9957091552187147
27884,1.9956979134391193
27894,2.087814240900678
27904,2.087842285179235
27914,2.186532724742963
27924,2.1865693646631104
27935,2.2918351949604916
27944,2.2918523214380637
27955,2.4036851223186924
27964,2.5079638069900643
27975,2.628816981626816
27984,2.6211107629154533
27994,2.7478892336603233
28004,2.7478855946153695
28014,2.880767858661829
28024,2.8807170940916778
28034,2.9494568429432704
28044,3.019697169254616
28054,3.091472728005458
28064,3.239547286908445
28074,3.239561745994384
28084,3.239576100691895
28094,3.3936380775820525
28104,3.3936541794183688
28114,3.5536914029312783
28124,3.71967242497515
28134,3.7196894857783405
28144,3.89157510258679
28154,3.890651200112911
28164,4.068403424476701
28174,4.068381045310775
28184,4.252066468477162
28194,4.252043608649734
28204,4.25180051784312
28214,4.44134588932383
28224,4.441661827084624
28234,4.637070079450385
28244,4.838593449742334
28254,4.838578032226174
28264,5.0458279124020695
28275,5.046032666776564
28284,5.151649852517609
28295,5.25889845874811
28304,5.258868654245596
28314,5.3674162162850765
28324,5.477523053623232
28334,5.701758113136849
28344,5.81624370907897
28354,5.931974744659205
28364,6.049132868288511
28374,6.1677122188157
28384,6.287709587416118
28394,6.409119934281571
28404,6.532037347733932
28414,6.532093666660862
28424,6.656316716482935
28434,6.908540441718315
28444,6.908568490273087
28455,0.7130082397831005
28464,0.7128452043003242
28474,0.7126120359644136
