timestamp,distance
75986,1.1819634500353988
75996,1.1828418967956533
76006,1.1824614484884295
76016,1.181385806073979
76026,1.1789468177416806
76036,1.1789245162651536
76046,1.178901217457691
76056,1.1806336228839762
76066,1.1807386444599137
76076,1.1808453418067693
76086,1.1809871191106223
76096,1.181106656931493
76106,1.181246956525609
76116,1.181385478564909
76126,1.181525045877949
76136,1.1780805686606206
76146,1.1779850996448107
76156,1.1778867948659384
76166,1.1777848905535768
76176,1.1769699846363186
76191,1.1759587881982563
76196,1.1757892163099706
76206,1.1756062010601918
76216,1.1754756199430112
76231,1.1748162793165478
76236,1.1746096668069956
76246,1.1720682442228885
76256,1.1729228626507677
76266,1.1726817808092111
76276,1.1725504777178677
76286,1.1722964669938245
76296,1.1827215025011875
76306,1.1827668331653531
76316,1.1829741341503985
76326,1.1830651455151522
76336,1.182815661938827
76346,1.1829151714301305
76356,1.1821633857268308
76366,1.1811135293881672
76376,1.1825662247895397
76386,1.1822606941870946
76396,1.1837613488684013
76406,1.1835459497526624
76416,1.1841567359695784
76426,1.183893150789358
76436,1.1843737621894888
76446,1.1836784481672205
76456,1.1813753320066431
76466,1.1811389319501846
76476,1.181052183810329
76486,1.1810197085658423
76496,1.1854716171865054
76506,1.1856517377217177
76516,1.1852436564294935
76526,1.1854303737954497
76536,1.1847391092906605
76546,1.1848650610087215
76556,1.1866063066255044
76566,1.1868804437019806
76576,1.1862090834436239
76586,1.1870331053723921
76596,1.1868085873963146
76606,1.1860727772191013
76616,1.1852248103975316
76626,1.185057009575761
76636,1.1831132244392422
76646,1.1830153498482072
76656,1.1831387424634259
76666,1.1814186344986766
76676,1.1789026317166833
76686,1.1775944208032443
76696,1.178481924321092
76706,1.177721605480084
76716,1.1771088626467707
76726,1.1778694947841375
76736,1.176609318891523
76746,1.1771520476247483
76756,1.176736370410548
76766,1.1770718901082986
76776,1.1766098464061292
76786,1.1765015120698141
76796,1.1777651970423937
76806,1.1777244500638353
76816,1.1784971740752674
76828,1.178020756045162
76836,1.1779212635502505
76846,1.1778142432603211
76856,1.1777001928862803
76866,1.177470101043312
76876,1.1782792067109815
76886,1.178091796973491
76898,1.1778787247334381
76906,1.1776684048704904
76916,1.178758499949145
76926,1.178603202280022
76936,1.179204563611213
76946,1.1791259663968887
76956,1.180161701020309
76966,1.1799016915433762
76976,1.1800482553801106
76986,1.1798777300874583
76996,1.1803402018810862
77008,1.179486147299808
77018,1.178881885489475
77029,1.1782603163341914
77038,1.1776737245548916
77046,1.1772867633767363
77057,1.1742513117854496
77066,1.1737705043594533
77077,1.1726230625032275
77087,1.1716832547930758
77096,1.1711065819368403
77107,1.1703497700768586
77120,1.171491026244786
77127,1.1706740413946528
77136,1.1724906622683295
77146,1.1721448928388183
77156,1.17292445475358
77166,1.17247796552709
77177,1.1722467222860953
77186,1.1718106011902103
77198,1.1714588690700356
77206,1.1836204359772635
77217,1.1832366350588344
77226,1.1834881226083205
77236,1.1833676072311337
77247,1.1825466920040175
77256,1.18176058101926
77267,1.1812216660047508
77276,1.1802902653754297
77287,1.1799027589403874
77296,1.1788335434596955
77307,1.178533186798852
77316,1.1774986076700678
77326,1.177297969365981
