timestamp,pos_x,pos_y,pos_z
36863,0.1992558091878891,-0.0035408472176641226,0.15426799654960632
37363,0.1996445655822754,-0.0032641615252941847,0.15168292820453644
37863,0.1996094286441803,-0.003113695653155446,0.1527537703514099
38363,0.19924601912498474,-0.0035979084204882383,0.15373927354812622
38863,0.2014261931180954,-0.004586223512887955,0.1505986750125885
39363,0.19886083900928497,-0.004022552166134119,0.15342611074447632
39863,0.19935648143291473,-0.003923336509615183,0.1541355550289154
40363,0.20007282495498657,-0.004082437604665756,0.15206871926784515
40863,0.19859445095062256,-0.0038048732094466686,0.15370683372020721
41363,0.19201107323169708,-0.02065872773528099,0.38932010531425476
41863,0.21777518093585968,-0.011498297564685345,0.7856653928756714
42363,0.2201385498046875,0.0049207983538508415,0.9996590614318848
42863,0.20521481335163116,-7.230415940284729e-05,1.0632133483886719
43363,0.20158223807811737,0.0021707401610910892,1.081217646598816
43863,0.196626216173172,-0.002771646250039339,1.0884511470794678
44363,0.20872816443443298,0.004988385364413261,1.092894196510315
44863,0.20034076273441315,0.024732492864131927,1.086066722869873
45363,0.19503068923950195,0.011770755052566528,1.0822032690048218
45863,0.1994299292564392,-0.004797754343599081,1.0822358131408691
46363,0.20099341869354248,-0.0192638598382473,1.0643219947814941
46863,0.19656535983085632,-0.06819455325603485,1.0546571016311646
47363,0.19947829842567444,-0.3861088156700134,1.0652316808700562
47863,0.18073579668998718,-0.5069295167922974,1.0672718286514282
48363,0.189568892121315,-0.5219695568084717,1.0593986511230469
48863,0.20041529834270477,-0.5321905016899109,1.046273112297058
49363,0.20508596301078796,-0.514068067073822,1.0338672399520874
49863,0.2011679857969284,-0.5006361603736877,1.03938889503479
50363,0.191216379404068,-0.5061594247817993,1.0334973335266113
50863,0.1953759342432022,-0.49904802441596985,1.022111415863037
51363,0.1949872374534607,-0.49572569131851196,1.0091148614883423
51863,0.20554764568805695,-0.5062602758407593,1.0159862041473389
52368,0.2124193161725998,-0.5093281269073486,0.9915309548377991
52863,0.1995764970779419,-0.4911322593688965,0.5293207168579102
53363,0.24734534323215485,-0.5669615864753723,-0.32310912013053894
53863,0.2758461534976959,-1.214064359664917,-2.6461434364318848
54363,0.34124207496643066,-2.340134859085083,-5.152096748352051
54863,0.5378896594047546,-3.3960936069488525,-7.555029392242432
55363,0.989251434803009,-4.164178848266602,-9.929616928100586
55863,1.8099572658538818,-4.43896484375,-12.397564888000488
