timestamp,pos1_x,pos1_y,pos1_z,pos2_x,pos2_y,pos2_z,distance
92590,0.7120861411094666,0.010437927208840847,0.0021663785446435213,-0.05025198683142662,-0.23440171778202057,0.7039350271224976,1.0646995393999494
92600,0.712104082107544,0.010426359251141548,0.0022322016302496195,-0.043578457087278366,-0.24008427560329437,0.7072672247886658,1.0634312681593932
92610,0.7123075127601624,0.010389343835413456,0.002519047586247325,-0.04449428617954254,-0.2401263564825058,0.7069500684738159,1.0638280604368608
92620,0.712338387966156,0.010372710414230824,0.002598355757072568,-0.04526439681649208,-0.23917880654335022,0.7069341540336609,1.064108479366729
92630,0.7123891711235046,0.010335208848118782,0.002725267084315419,-0.04579073190689087,-0.2390902042388916,0.7062355279922485,1.0639438374536287
92640,0.7124232649803162,0.010317056439816952,0.002807832323014736,-0.046643659472465515,-0.2380189448595047,0.7061634659767151,1.064219203327933
92650,0.7124588489532471,0.010297201573848724,0.0028918900061398745,-0.04754197224974632,-0.23684652149677277,0.7060787081718445,1.0644965802314443
92660,0.7124946713447571,0.010275018401443958,0.0029781986959278584,-0.04848456382751465,-0.2355714738368988,0.7059827446937561,1.064774758248375
92670,0.7124775052070618,0.010274278931319714,0.0029863151721656322,-0.04946914687752724,-0.23419134318828583,0.7058761715888977,1.0650729042064557
92680,0.7125115394592285,0.01024990901350975,0.0030699465423822403,-0.04946914687752724,-0.23419134318828583,0.7058761715888977,1.065036469841455
92690,0.7125465869903564,0.0102241737768054,0.0031545921228826046,-0.050494786351919174,-0.2327042669057846,0.7057593464851379,1.0653167630226166
92700,0.7129598259925842,0.009355022571980953,0.0019355398835614324,-0.05156327411532402,-0.2311086803674698,0.7056335806846619,1.0665408082475167
92710,0.7130033373832703,0.009282424114644527,0.001969344448298216,-0.05117698386311531,-0.2322651594877243,0.7026658058166504,1.0645620364725126
92720,0.7129613161087036,0.009054869413375854,0.0018017840338870883,-0.0521659292280674,-0.23072437942028046,0.7023983001708984,1.0647766282893258
92730,0.7129613161087036,0.009054869413375854,0.0018017840338870883,-0.05319786071777344,-0.2290755957365036,0.7021225690841675,1.0649672317218797
92740,0.7129985094070435,0.00896803941577673,0.0018287110142409801,-0.042395081371068954,-0.2399756908416748,0.7085672616958618,1.0639886450722598
92750,0.713039219379425,0.008868381381034851,0.001859741983935237,-0.04286879301071167,-0.2389373481273651,0.708562433719635,1.0640645174420962
92760,0.7118313908576965,0.009714724496006966,0.0008706285734660923,-0.04338086396455765,-0.23779626190662384,0.7085500359535217,1.064151014590271
92770,0.7123890519142151,0.009861251339316368,0.0011194836115464568,-0.043931540101766586,-0.23655149340629578,0.7085312008857727,1.0645052448989347
92780,0.7117348909378052,0.01008971594274044,0.0008650191593915224,-0.04141770675778389,-0.2387300282716751,0.7073960304260254,1.0622316933739049
92790,0.7122200131416321,0.010133718140423298,0.001160572748631239,-0.04192483425140381,-0.23760290443897247,0.7073302865028381,1.0624422570851604
92800,0.7122149467468262,0.010112732648849487,0.0011519636027514935,-0.04192483425140381,-0.23760290443897247,0.7073302865028381,1.0624394899832472
92813,0.7117590308189392,0.010311320424079895,0.0012475805124267936,-0.043050121515989304,-0.23505297303199768,0.7071831822395325,1.0622078735998826
92820,0.7117590308189392,0.010311320424079895,0.0012475805124267936,-0.043669141829013824,-0.23362641036510468,0.7071070075035095,1.0622687377518845
92830,0.712113618850708,0.010324028320610523,0.0014922519912943244,-0.04432440549135208,-0.2320982813835144,0.7070318460464478,1.0624279644720918
92840,0.712113082408905,0.010307067073881626,0.0015083526959642768,-0.04501606523990631,-0.23046794533729553,0.7069578170776367,1.062485811489926
92850,0.7121114730834961,0.010290391743183136,0.0015256023034453392,-0.045744236558675766,-0.22873455286026,0.7068832516670227,1.062547699774288
92860,0.7124446034431458,0.009946747682988644,0.0010294356616213918,-0.046506304293870926,-0.22689753770828247,0.706808865070343,1.0631210179720105
92870,0.7117137312889099,0.010238543152809143,0.0006699447985738516,-0.04729917272925377,-0.22495673596858978,0.7067340612411499,1.062988214570093
92880,0.7121724486351013,0.010185831226408482,0.0003193083102814853,-0.048122379928827286,-0.22291140258312225,0.7066554427146912,1.063622715776639
92890,0.7121697664260864,0.010166127234697342,0.000257963256444782,-0.04072510823607445,-0.2338273972272873,0.7052531242370605,1.0599064625135637
92900,0.7123631238937378,0.010093417949974537,8.117404649965465e-05,-0.04072510823607445,-0.2338273972272873,0.7052531242370605,1.060144673516169
92910,0.7117342948913574,0.010473706759512424,-0.00037847182829864323,-0.04007589817047119,-0.23510120809078217,0.7048579454421997,1.0596622147835233
92920,0.7121018171310425,0.010514349676668644,-0.0006876721163280308,-0.04007589817047119,-0.23510120809078217,0.7048579454421997,1.0601381683863973
92930,0.7117443084716797,0.010751593858003616,-0.00094596081180498,-0.03979795053601265,-0.2353411465883255,0.7047320008277893,1.0598862153639808
92940,0.7120370268821716,0.01080317236483097,-0.0012381116393953562,-0.03979795053601265,-0.2353411465883255,0.7047320008277893,1.0603002681878584
92950,0.7118573188781738,0.010555647313594818,-0.0004658747639041394,-0.039581555873155594,-0.23524101078510284,0.7047088146209717,1.0594091382318205
92960,0.7118571400642395,0.01055194903165102,-0.0005297932075336576,-0.039581555873155594,-0.23524101078510284,0.7047088146209717,1.0594507005139322
92970,0.7116323113441467,0.010641907341778278,-0.000625637243501842,-0.039581555873155594,-0.23524101078510284,0.7047088146209717,1.0593759354984058
92980,0.7120116353034973,0.010686514899134636,-0.0009340085671283305,-0.039304301142692566,-0.23512031137943268,0.7048320770263672,1.0597180756112081
92990,0.7118503451347351,0.010578620247542858,-0.0002599778235889971,-0.038566455245018005,-0.23623499274253845,0.7051798105239868,1.0590975539737955
93000,0.7118579745292664,0.010566465556621552,-0.00028201102395541966,-0.03908152133226395,-0.23510845005512238,0.7051227688789368,1.059179963044739
93010,0.7116221189498901,0.010623992420732975,-0.0003567067615222186,-0.03834141790866852,-0.23634809255599976,0.7055302262306213,1.0591113631456364
93020,0.7116202712059021,0.010610039345920086,-0.00038426017272286117,-0.03888634964823723,-0.23525603115558624,0.7054641246795654,1.0592130356865586
93030,0.7116185426712036,0.010593281127512455,-0.00041577688534744084,-0.03814387321472168,-0.23659713566303253,0.7059110999107361,1.059313192267845
93040,0.7116161584854126,0.010574571788311005,-0.0004470852145459503,-0.03869977965950966,-0.23554176092147827,0.7058409452438354,1.0594291095819437
93050,0.7116135358810425,0.01055480819195509,-0.000474572618259117,-0.03793668374419212,-0.2369517832994461,0.7063074707984924,1.0595404199313436
93060,0.7116114497184753,0.010532747022807598,-0.0005008256994187832,-0.038496389985084534,-0.23593030869960785,0.7062463164329529,1.059668500962941
93070,0.7115717530250549,0.01055134553462267,-0.0004948333371430635,-0.03780415654182434,-0.23736131191253662,0.7067306637763977,1.0598079275647994
93080,0.7120356559753418,0.010700546205043793,-0.0010266145691275597,-0.03876945376396179,-0.23954273760318756,0.7094643712043762,1.0635447591743281
93090,0.7120543122291565,0.01068276446312666,-0.001079906476661563,-0.03876945376396179,-0.23954273760318756,0.7094643712043762,1.063589347450272
93100,0.7120728492736816,0.010662954300642014,-0.0011344694066792727,-0.037201814353466034,-0.24037714302539825,0.7099879384040833,1.0630751294756262
93110,0.7119109034538269,0.01082710549235344,-0.0012071890523657203,-0.037939563393592834,-0.24017103016376495,0.7098544836044312,1.0634305285516408
93120,0.7119203805923462,0.010821240954101086,-0.001260724849998951,-0.03762006014585495,-0.24007382988929749,0.7098759412765503,1.0632377752812934
93130,0.7119320034980774,0.010814880020916462,-0.0013143925461918116,-0.03838595375418663,-0.23907259106636047,0.7098683714866638,1.0635796674622062
93140,0.7120869159698486,0.010806472972035408,-0.001576620852574706,-0.038882236927747726,-0.23883764445781708,0.7091267108917236,1.0636616377981813
93150,0.7119057178497314,0.010998685844242573,-0.0017152044456452131,-0.039735667407512665,-0.2377094179391861,0.7090822458267212,1.0639800318768557
93160,0.7119171619415283,0.011002560146152973,-0.0017756132874637842,-0.04008479416370392,-0.23759907484054565,0.7081677317619324,1.0636396326219144
93170,0.7118755578994751,0.011090898886322975,-0.0017572519136592746,-0.036320991814136505,-0.24011899530887604,0.7094792723655701,1.0624320596695653
93180,0.7120301127433777,0.011136239394545555,-0.0019732911605387926,-0.03712494671344757,-0.23903226852416992,0.7094546556472778,1.0629897972056088
93190,0.7120421528816223,0.011145513504743576,-0.002033221535384655,-0.03797793760895729,-0.23784668743610382,0.7094168066978455,1.0633383257185496
93200,0.7120499610900879,0.011099583469331264,-0.0021495295222848654,-0.038743600249290466,-0.2378760725259781,0.7086592316627502,1.0634514300166067
93210,0.7120617032051086,0.011102455668151379,-0.002214455511420965,-0.03968621417880058,-0.23658907413482666,0.708574116230011,1.0638122103761591
93220,0.7120739817619324,0.01110424567013979,-0.002279522828757763,-0.040090806782245636,-0.23649713397026062,0.707579493522644,1.0634651547751424
93230,0.7120864391326904,0.011104307137429714,-0.002343574073165655,-0.04109608754515648,-0.23510682582855225,0.7074512839317322,1.0638198066117264
93240,0.7120622992515564,0.011073483154177666,-0.002418990945443511,-0.04214835539460182,-0.23360957205295563,0.7073192000389099,1.0641577932003439
93250,0.7119552493095398,0.011282055638730526,-0.002397440141066909,-0.04324799403548241,-0.23200564086437225,0.7071797847747803,1.0644344414513753
93260,0.7119869589805603,0.011255385354161263,-0.0025010742247104645,-0.042970992624759674,-0.23275557160377502,0.7056218981742859,1.0634570982634035
93270,0.7119774222373962,0.011330611072480679,-0.0024323093239217997,-0.044051360338926315,-0.2311609387397766,0.7053993940353394,1.0636763568372947
93280,0.7119851112365723,0.011342845857143402,-0.002481776988133788,-0.04517832770943642,-0.22946026921272278,0.705166757106781,1.063977942116555
93290,0.7119927406311035,0.011355055496096611,-0.002531520090997219,-0.04635091498494148,-0.2276514321565628,0.7049247622489929,1.0642854845272895
93300,0.7119940519332886,0.011337529867887497,-0.002590123564004898,-0.047567158937454224,-0.22573202848434448,0.7046726942062378,1.064591894557278
93310,0.7119988203048706,0.011345059610903263,-0.002641065279021859,-0.04882529377937317,-0.22370131313800812,0.7044109106063843,1.0649049847371133
93320,0.7119923830032349,0.011335416696965694,-0.002698204480111599,-0.050125788897275925,-0.22156007587909698,0.7041394114494324,1.0652153930995294
93330,0.7126500606536865,0.010154284536838531,-0.0005726530798710883,-0.051470063626766205,-0.21931037306785583,0.7038568258285522,1.0643093930691427
93340,0.712679386138916,0.010100319981575012,-0.0005222253384999931,-0.05285980924963951,-0.21695300936698914,0.7035622000694275,1.0645836520191525
93350,0.7127107381820679,0.010043848305940628,-0.00046970671974122524,-0.05429835617542267,-0.21448637545108795,0.7032569050788879,1.0648699058387638
93360,0.7125909328460693,0.009971586987376213,-0.0003961831098422408,-0.05578575283288956,-0.21190793812274933,0.702944278717041,1.0650450976371515
93370,0.7129323482513428,0.009579046629369259,0.0002859626547433436,-0.057318318635225296,-0.20921632647514343,0.7026256322860718,1.065100237850405
93380,0.712971568107605,0.009502829052507877,0.0003720634849742055,-0.057318318635225296,-0.20921632647514343,0.7026256322860718,1.0650561738738897
93390,0.7131978869438171,0.00934605672955513,0.0006562313064932823,-0.0497179850935936,-0.22238926589488983,0.6987102627754211,1.0597270018304155
93400,0.7132488489151001,0.009265998378396034,0.0007543578394688666,-0.050788842141628265,-0.22047246992588043,0.6982418894767761,1.0597274243708121
93410,0.7133311629295349,0.009185725823044777,0.0008684370550327003,-0.05190021172165871,-0.21845212578773499,0.697766900062561,1.0597478549064312
93420,0.7133856415748596,0.009103501215577126,0.0009667538106441498,-0.03271649777889252,-0.23813208937644958,0.7123457789421082,1.0601197842699785
93430,0.7134405374526978,0.009018773213028908,0.0010645032161846757,-0.03379540890455246,-0.23733794689178467,0.7117995023727417,1.060281770141922
